,Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,Decade
1401,2888,2000-03-24,Here on Earth,15000000,10845127,10494147,2000
1402,2897,2000-03-24,Whatever it Takes,15000000,8735529,8735529,2000
1403,378,2000-03-31,The Road to El Dorado,95000000,65700000,50802661,2000
1404,2382,2000-03-31,High Fidelity,20000000,47881663,27277055,2000
1405,2830,2000-03-31,The Skulls,15000000,35007180,35007180,2000
1406,1299,2000-04-02,Scream 3,40000000,161838076,89138076,2000
1407,3432,2000-04-02,Gun Shy,10000000,1638202,1638202,2000
1408,417,2000-04-08,Hollow Man,90000000,191200000,73209340,2000
1409,722,2000-04-08,Space Cowboys,65000000,128874043,90454043,2000
1410,1183,2000-04-08,Coyote Ugly,45000000,113916474,60786269,2000
1411,4180,2000-04-08,Saving Grace,4000000,27786849,12178602,2000
1412,4218,2000-04-08,Psycho Beach Party,4000000,267972,267972,2000
1413,1241,2000-04-14,28 Days,43000000,62063972,37035515,2000
1414,1869,2000-04-14,Keeping the Faith,29000000,45336404,37036404,2000
1415,3624,2000-04-14,American Psycho,8000000,28674417,15070285,2000
1416,4374,2000-04-14,East is East,3000000,30438635,4170647,2000
1417,4285,2000-04-19,La otra conquista,3500000,886410,886410,2000
1418,763,2000-04-21,U-571,62000000,127630030,77086030,2000
1419,2848,2000-04-21,Love and Basketball,15000000,27709625,27441122,2000
1420,3000,2000-04-21,Gossip,14000000,12591270,5108820,2000
1421,3865,2000-04-21,The Virgin Suicides,6000000,10619770,4859475,2000
1422,889,2000-04-28,The Flintstones in Viva Rock Vegas,58000000,59431365,35231365,2000
1423,1700,2000-04-28,Frequency,31000000,68079671,44983704,2000
1424,2834,2000-04-28,Where the Heart Is,15000000,40862054,33771174,2000
1425,3412,2000-05-04,Black and White,10000000,5241315,5241315,2000
1426,319,2000-05-05,Gladiator,103000000,457683805,187683805,2000
1427,1640,2000-05-05,I Dreamed of Africa,34000000,14291999,6543194,2000
1428,3728,2000-05-05,Michael Jordan to the MAX,7000000,18642318,18642318,2000
1429,4314,2000-05-05,Human Traffic,3300000,5422740,104257,2000
1430,4773,2000-05-05,The Basket,1300000,609042,609042,2000
1431,4892,2000-05-05,Luminarias,1000000,428535,428535,2000
1432,228,2000-05-19,Dinosaur,127500000,356148063,137748063,2000
1433,2606,2000-05-19,Small Time Crooks,18000000,29934477,17266359,2000
1434,2727,2000-05-19,Road Trip,16000000,119739110,68525609,2000
1435,254,2000-05-24,Mission: Impossible 2,120000000,549588516,215409889,2000
1436,935,2000-05-26,Shanghai Noon,55000000,71189835,56932305,2000
1437,4599,2000-05-26,Hum to Mohabbt Karega,2000000,121807,121807,2000
1438,909,2000-06-10,Meet the Parents,55000000,304599899,166225040,2000
1439,1397,2000-06-10,Get Carter,40000000,19417182,14967182,2000
1440,3426,2000-06-10,Bamboozled,10000000,2373937,2185266,2000
1441,4022,2000-06-10,Digimon: The Movie,5000000,16628751,9628751,2000
1442,4121,2000-06-10,Requiem for a Dream,4500000,7389233,3635482,2000
1443,554,2000-06-16,Fantasia 2000 (Theatrical Release),80000000,9103630,9103630,2000
1444,610,2000-06-16,Titan A.E.,75000000,36751979,22751979,2000
1445,976,2000-06-16,Shaft,53012938,107190108,70327868,2000
1446,2745,2000-06-16,Boys and Girls,16000000,21799652,21799652,2000
1447,4485,2000-06-16,Jesus' Son,2500000,1687548,1282084,2000
1448,1249,2000-06-21,Chicken Run,42000000,227793915,106793915,2000
1449,997,2000-06-23,"Me, Myself & Irene",51000000,149270999,90570999,2000
1450,5273,2000-06-23,Woman Chaser,150000,110719,110719,2000
1451,291,2000-06-28,The Patriot,110000000,215300000,113330342,2000
1452,255,2000-06-30,The Perfect Storm,120000000,328711434,182618434,2000
1453,571,2000-06-30,The Adventures of Rocky & Bullwinkle,76000000,35129610,26000610,2000
1454,812,2000-07-04,Rules of Engagement,60000000,71719931,61322858,2000
1455,2176,2000-07-04,Return to Me,24000000,32662299,32662299,2000
1456,2187,2000-07-04,Ready to Rumble,24000000,12372410,12372410,2000
1457,728,2000-07-07,The Kid,65000000,69688384,69688384,2000
1458,2529,2000-07-07,Scary Movie,19000000,277200000,157019771,2000
1459,4803,2000-07-07,But I'm a Cheerleader,1200000,2509344,2205627,2000
1460,581,2000-07-14,X-Men,75000000,296339717,157299717,2000
1461,5191,2000-07-14,Chuck&Buck,250000,1157672,1055671,2000
1462,2908,2000-07-19,The In Crowd,15000000,5217498,5217498,2000
1463,400,2000-07-21,What Lies Beneath,90000000,288693989,155464351,2000
1464,1767,2000-07-21,Pokemon 2000,30000000,133946923,43746923,2000
1465,2426,2000-07-21,Loser,20000000,18250106,15464026,2000
1466,2545,2000-07-26,Thomas and the Magic Railroad,19000000,15911332,15911332,2000
1467,476,2000-07-28,Nutty Professor II: The Klumps,84000000,166307945,123307945,2000
1468,1650,2000-08-09,The Watcher,33000000,47267829,28946615,2000
1469,2181,2000-08-09,Nurse Betty,24000000,27732366,25170054,2000
1470,3535,2000-08-09,The Way of the Gun,9000000,13061935,6047856,2000
1471,4499,2000-08-09,Anatomie,2500000,9598,9598,2000
1472,4882,2000-08-09,Fiza,1000000,1179462,623791,2000
1473,593,2000-08-12,Vertical Limit,75000000,213500000,68473360,2000
1474,743,2000-08-12,Proof of Life,65000000,62761005,32598931,2000
1475,1597,2000-08-12,Dungeons and Dragons,35000000,33771965,15185241,2000
1476,2794,2000-08-12,"Crouching Tiger, Hidden Dragon",15000000,213514672,128067808,2000
1477,3339,2000-08-12,Snatch,10000000,83593107,30093107,2000
1478,1533,2000-08-18,The Cell,35000000,85911226,61280963,2000
1479,4336,2000-08-18,The Original Kings of Comedy,3000000,38236338,38168022,2000
1480,4852,2000-08-18,Godzilla 2000,1000000,10037390,10037390,2000
1481,1372,2000-08-25,The Art of War,40000000,30199105,30199105,2000
1482,2214,2000-08-25,The Crew,23000000,13019253,13019253,2000
1483,3309,2000-08-25,Bring it On,10000000,90453550,68353550,2000
1484,5342,2000-08-25,Smiling Fish and Goat on Fire,40000,277233,277233,2000
1485,318,2000-09-06,Gone in 60 Seconds,103300000,232643008,101643008,2000
1486,5060,2000-09-06,Groove,500000,1167524,1115313,2000
1487,850,2000-09-15,Almost Famous,60000000,47371191,32522352,2000
1488,1596,2000-09-15,Bait,35000000,15471969,15325127,2000
1489,2763,2000-09-15,Duets,16000000,6615452,4734235,2000
1490,5226,2000-09-15,Urbania,225000,1032075,1032075,2000
1491,2857,2000-09-22,Urban Legends: Final Cut,15000000,38574362,21468807,2000
1492,3110,2000-09-22,Dancer in the Dark,12500000,45557491,4157491,2000
1493,3635,2000-09-22,Woman on Top,8000000,10192613,5018450,2000
1494,4913,2000-09-22,The Specials,1000000,12996,12996,2000
1495,3846,2000-09-27,Best in Show,6000000,20695413,18621249,2000
1496,1713,2000-09-29,Remember the Titans,30000000,136706683,115654751,2000
1497,3540,2000-09-29,Beautiful,9000000,3134509,3134509,2000
1498,4872,2000-09-29,The Broken Hearts Club: A Romantic Comedy,1000000,2022442,1744858,2000
1499,424,2000-10-03,Mission to Mars,90000000,106000000,60874615,2000
1500,1464,2000-10-03,The Ninth Gate,38000000,58394308,18653746,2000
1501,4986,2000-10-03,Deterrence,800000,371647,144583,2000
1502,5158,2000-10-03,God's Army,300000,2652515,2637726,2000
1503,533,2000-10-11,Little Nicky,80000000,58270391,39442871,2000
1504,551,2000-10-11,Red Planet,80000000,33463969,17480890,2000
1505,1671,2000-10-11,Men of Honor,32000000,82339483,48814909,2000
1506,4796,2000-10-11,You Can Count on Me,1200000,10827356,9180275,2000
1507,1917,2000-10-13,Lost Souls,28000000,31320293,16779636,2000
1508,3264,2000-10-13,The Ladies Man,11000000,13719474,13592872,2000
1509,3524,2000-10-13,The Contender,9000000,17804273,17804273,2000
1510,3983,2000-10-13,Billy Elliot,5000000,109273197,21995263,2000
1511,4410,2000-10-13,Just Looking,3000000,39852,39852,2000
1512,1137,2000-10-20,Bedazzled,48000000,90376224,37879996,2000
1513,1364,2000-10-20,Pay it Forward,40000000,55696705,33508922,2000
1514,2497,2000-10-20,The Yards,20000000,2282710,882710,2000
1515,4552,2000-10-20,The Legend of Drunken Master,2000000,11546543,11546543,2000
1516,752,2000-10-27,Lucky Numbers,65000000,10014234,10014234,2000
1517,2264,2000-10-27,The Little Vampire,22000000,13555988,13555988,2000
1518,2849,2000-10-27,Book of Shadows: Blair Witch 2,15000000,47721314,26421314,2000
1519,3948,2000-10-27,A Room for Romeo Brass,5250000,20097,20097,2000
1520,5340,2000-10-27,George Washington,42000,342722,241816,2000
1521,5030,2000-10-31,Mercy Streets,600000,173599,173599,2000
1522,1065,2000-11-02,The Beach,50000000,39778599,39778599,2000
1523,2346,2000-11-02,The Tigger Movie,20000000,96147688,45542421,2000
1524,3036,2000-11-02,Snow Day,13000000,62452927,60008303,2000
1525,5235,2000-11-02,Trois,200000,1161843,1161843,2000
1526,1057,2000-11-08,The Replacements,50000000,50054511,44737059,2000
1527,1356,2000-11-08,Autumn in New York,40000000,90717684,37752931,2000
1528,1374,2000-11-08,Bless the Child,40000000,40435694,29374178,2000
1529,3437,2000-11-08,Cecil B. Demented,10000000,1953882,1276984,2000
1530,3793,2000-11-08,Aimée & Jaguar,6800000,927107,927107,2000
1531,253,2000-11-17,How the Grinch Stole Christmas,123000000,345141403,260044825,2000
1532,484,2000-11-17,The 6th Day,82000000,96024898,34543701,2000
1533,1557,2000-11-17,Bounce,35000000,53425292,36805288,2000
1534,1731,2000-11-17,Rugrats in Paris,30000000,103284813,76501438,2000
1535,456,2000-11-22,102 Dalmatians,85000000,66941559,66941559,2000
1536,617,2000-11-22,Unbreakable,73243106,248099143,94999143,2000
1537,3023,2000-11-22,Quills,13500000,11732088,7060876,2000
1538,3495,2000-12-01,Next Friday,9500000,59675307,57176582,2000
1539,3715,2000-12-01,My Dog Skip,7000000,35795319,34099640,2000
1540,544,2000-12-05,Battlefield Earth: A Saga of the Year 3000,80000000,29725663,21471685,2000
1541,2607,2000-12-05,Center Stage,18000000,21361109,17200925,2000
1542,3186,2000-12-05,Screwed,12000000,6982680,6982680,2000
1543,3636,2000-12-05,Held Up,8000000,4714090,4714090,2000
1544,4582,2000-12-05,Hamlet,2000000,2419669,1577287,2000
1545,342,2000-12-15,The Emperor's New Groove,100000000,169296573,89296573,2000
1546,707,2000-12-15,What Women Want,65000000,374105123,182805123,2000
1547,2029,2000-12-15,Chocolat,25000000,152500343,71309760,2000
1548,3044,2000-12-15,"Dude, Where's My Car?",13000000,73180297,46729374,2000
1549,3859,2000-12-15,Pollock,6000000,10557291,8596914,2000
1550,1240,2000-12-19,Finding Forrester,43000000,80013623,51768623,2000
1551,3382,2000-12-19,The Gift,10000000,44567606,12008642,2000
1552,439,2000-12-22,Cast Away,85000000,427230516,233632142,2000
1553,540,2000-12-22,Thirteen Days,80000000,66554547,34566746,2000
1554,801,2000-12-22,The Family Man,60000000,124715863,75764085,2000
1555,1164,2000-12-22,Miss Congeniality,45000000,213420951,106807667,2000
1556,1217,2000-12-22,All the Pretty Horses,45000000,18120267,15527125,2000
1557,1907,2000-12-22,Dracula 2000,28000000,33000377,33000377,2000
1558,1981,2000-12-22,"O Brother, Where Art Thou?",26000000,75763814,45506619,2000
1559,3422,2000-12-22,The House of Mirth,10000000,5149131,3041803,2000
1560,4225,2000-12-22,An Everlasting Piece,4000000,75078,75078,2000
1561,1126,2000-12-27,Traffic,48000000,208300000,124107476,2000
1562,3089,2000-12-29,The Claim,13000000,1375635,622023,2000
1563,3631,2000-12-29,Shadow of the Vampire,8000000,8279017,8279017,2000
1564,1791,2001-01-06,What's the Worst That Could Happen?,30000000,38462071,32267774,2000
1565,2238,2001-01-06,The Animal,22000000,55762229,55762229,2000
1566,1212,2001-01-19,The Pledge,45000000,29406132,19719930,2000
1567,1894,2001-01-26,The Wedding Planner,28000000,94728529,60400856,2000
1568,2563,2001-02-02,Left Behind,18500000,4221341,4221341,2000
1569,2995,2001-02-02,Head Over Heels,14000000,10397365,10397365,2000
1570,3358,2001-02-02,Valentine,10000000,20384136,20384136,2000
1571,1318,2001-02-03,The Mexican,40000000,145238250,66808615,2000
1572,2738,2001-02-03,See Spot Run,16000000,43057552,33357476,2000
1573,3026,2001-02-03,The Caveman's Valentine,13500000,892506,687081,2000
1574,3079,2001-02-03,The Widow of St. Pierre,13000000,3058380,3058380,2000
1575,275,2001-02-11,"Monsters, Inc.",115000000,559757719,289423425,2000
1576,982,2001-02-11,Domestic Disturbance,53000000,54207112,45207112,2000
1577,1120,2001-02-11,The One,49000000,72689126,43905746,2000
1578,3299,2001-02-11,Le Fabuleux destin d'Amélie Poulain,10350000,174201661,33201661,2000
1579,5087,2001-02-11,Everything Put Together,500000,7890,0,2000
1580,1381,2001-02-16,Sweet November,40000000,65754228,25288103,2000
1581,1739,2001-02-16,Down to Earth,30000000,71172251,64172251,2000
1582,3324,2001-02-16,Recess: School's Out,10000000,44451470,36696761,2000
1583,614,2001-02-23,Monkeybone,75000000,5409517,5409517,2000
1584,767,2001-02-23,3000 Miles to Graceland,62000000,18708848,15738632,2000
1585,397,2001-03-08,Rush Hour 2,90000000,347425832,226164286,2000
1586,1718,2001-03-08,The Princess Diaries,30000000,165334774,108244774,2000
1587,1990,2001-03-08,Original Sin,26000000,16521410,16521410,2000
1588,461,2001-03-16,Enemy at the Gates,85000000,96971293,51396781,2000
1589,1645,2001-03-16,Exit Wounds,33000000,79958599,51758599,2000
1590,3979,2001-03-16,Memento,5000000,39723096,25544867,2000
1591,5192,2001-03-16,American Desi,250000,1366235,902835,2000
1592,5330,2001-03-16,Gabriela,50000,2335352,2335352,2000
1593,1457,2001-03-23,Heartbreakers,38000000,57753825,40334024,2000
1594,2135,2001-03-23,Say It Isn't So,25000000,5516708,5516708,2000
1595,3837,2001-03-23,The Brothers,6000000,27958191,27457409,2000
1596,1518,2001-03-30,Spy Kids,35000000,197692062,112692062,2000
1597,2205,2001-03-30,Someone Like You,23000000,38684906,27338033,2000
1598,2616,2001-03-30,Tailor of Panama,18000000,27491653,13491653,2000
1599,3265,2001-03-30,Tomcats,11000000,13558739,13558739,2000
1600,4566,2001-03-30,Amores Perros,2000000,20883834,5383834,2000
1601,368,2001-04-05,The Mummy Returns,98000000,435040395,202007640,2000
1602,4605,2001-04-05,Eureka,2000000,76654,49388,2000
1603,790,2001-04-07,Cats & Dogs,60000000,200700000,93375151,2000
1604,1176,2001-04-07,Scary Movie 2,45000000,141189101,71277420,2000
1605,2028,2001-04-13,Bridget Jones's Diary,25000000,281527158,71500556,2000
1606,2082,2001-04-20,Crocodile Dundee in Los Angeles,25000000,39393111,25590119,2000
1607,2873,2001-04-20,Freddy Got Fingered,15000000,14249005,14249005,2000
1608,317,2001-04-27,Town & Country,105000000,10364769,6712451,2000
1609,629,2001-04-27,Driven,72000000,54616869,32616869,2000
1610,3664,2001-04-27,Akira,8000000,19585,19585,2000
1611,4027,2001-04-27,The Forsaken,5000000,6755271,6755271,2000
1612,1173,2001-05-10,Training Day,45000000,104505362,76261036,2000
1613,1899,2001-05-10,Serendipity,28000000,77477297,50255310,2000
1614,2207,2001-05-10,Joy Ride,23000000,21973182,21973182,2000
1615,3170,2001-05-10,Max Keeble's Big Move,12000000,17292381,17292381,2000
1616,981,2001-05-18,Moulin Rouge,53000000,179209685,57386369,2000
1617,1002,2001-05-18,Shrek,50000000,491812794,267655011,2000
1618,1462,2001-05-18,Angel Eyes,38000000,29544532,24044532,2000
1619,132,2001-05-25,Pearl Harbor,151500000,449239855,198539855,2000
1620,1419,2001-06-04,Just Visiting,40000000,16172200,4777007,2000
1621,1755,2001-06-04,Blow,30000000,83282296,52990775,2000
1622,1886,2001-06-04,Along Came a Spider,28000000,105159085,74058698,2000
1623,4350,2001-06-04,Pokemon 3: The Movie,3000000,68452128,17052128,2000
1624,4879,2001-06-04,Brigham City,1000000,852206,852206,2000
1625,2060,2001-06-07,Kiss of the Dragon,25000000,36833473,36833473,2000
1626,5377,2001-06-07,Cure,10000,94596,94596,2000
1627,4151,2001-06-13,Sexy Beast,4300000,10158355,6946056,2000
1628,385,2001-06-15,Lara Croft: Tomb Raider,94000000,273330185,131144183,2000
1629,4669,2001-06-15,Songcatcher,1800000,3050934,3050934,2000
1630,626,2001-06-22,Doctor Dolittle 2,72000000,176101721,112950721,2000
1631,1444,2001-06-22,The Fast and the Furious,38000000,206512310,144512310,2000
1632,2740,2001-06-27,Baby Boy,16000000,28734552,28734552,2000
1633,415,2001-06-29,Artificial Intelligence: AI,90000000,235900000,78616689,2000
1634,2948,2001-06-29,Pandaemonium,15000000,0,0,2000
1635,3063,2001-06-29,crazy/beautiful,13000000,19929123,16929123,2000
1636,4284,2001-06-29,Pootie Tang,3500000,3293258,3293258,2000
1637,1378,2001-07-09,The Musketeer,40000000,27053815,27053815,2000
1638,1466,2001-07-09,Rock Star,38000000,19317765,16991902,2000
1639,3005,2001-07-09,Soul Survivors,14000000,4288246,3100650,2000
1640,3059,2001-07-09,Two Can Play That Game,13000000,22391450,22235901,2000
1641,5013,2001-07-09,L.I.E.,700000,1140965,1140965,2000
1642,441,2001-07-12,Ocean's Eleven,85000000,450728529,183417150,2000
1643,3881,2001-07-12,The Business of Strangers,6000000,1290920,1030920,2000
1644,4877,2001-07-12,No Man's Land,1000000,2684207,1067481,2000
1645,692,2001-07-13,The Score,68000000,113542091,71069884,2000
1646,2568,2001-07-13,Legally Blonde,18000000,141809235,96493426,2000
1647,4033,2001-07-13,Made,5000000,5476060,5308707,2000
1648,4534,2001-07-13,Bully,2100000,1381824,881824,2000
1649,387,2001-07-18,Jurassic Park III,93000000,365900000,181166115,2000
1650,1153,2001-07-20,America's Sweethearts,46000000,160648493,93607673,2000
1651,3211,2001-07-20,Brother,12000000,450594,450594,2000
1652,3875,2001-07-20,Hedwig and the Angry Inch,6000000,3747270,3067312,2000
1653,3927,2001-07-20,Ghost World,5500000,8761608,6217849,2000
1654,329,2001-07-27,Planet of the Apes,100000000,362211740,180011740,2000
1655,5133,2001-07-27,Jackpot,400000,44452,44452,2000
1656,412,2001-08-06,Atlantis: The Lost Empire,90000000,186049020,84052762,2000
1657,523,2001-08-06,Swordfish,80000000,147080413,69772969,2000
1658,535,2001-08-06,Evolution,80000000,98341932,38311134,2000
1659,4362,2001-08-08,The Deep End,3000000,9981635,8823109,2000
1660,2904,2001-08-10,Mulholland Drive,15000000,11919578,7219578,2000
1661,1135,2001-08-13,K-PAX,48000000,50315140,50315140,2000
1662,901,2001-08-17,Captain Corelli's Mandolin,57000000,62097495,25528495,2000
1663,1133,2001-08-17,Rat Race,48000000,86607223,56607223,2000
1664,1601,2001-08-17,American Outlaws,35000000,13601109,13264986,2000
1665,3818,2001-08-17,Aberdeen,6500000,64148,64148,2000
1666,4765,2001-08-21,Batman - The Movie,1377800,0,0,2000
1667,4902,2001-08-22,Lisa Picard is Famous,1000000,113433,113433,2000
1668,1922,2001-08-24,John Carpenter's Ghosts of Mars,28000000,8434601,8434601,2000
1669,1995,2001-08-24,The Curse of the Jade Scorpion,26000000,18496522,7496522,2000
1670,2249,2001-08-24,Jay and Silent Bob Strike Back,22000000,33762400,30059386,2000
1671,2692,2001-08-24,Summer Catch,17000000,19693891,19693891,2000
1672,3074,2001-08-24,Bubble Boy,13000000,5002310,5002310,2000
1673,3322,2001-08-31,Jeepers Creepers,10000000,58939035,37904175,2000
1674,3997,2001-08-31,O (Othello),5000000,16017403,16017403,2000
1675,4911,2001-08-31,Speedway Junky,1000000,17127,17127,2000
1676,437,2001-09-02,Hannibal,87000000,350100280,165092266,2000
1677,2257,2001-09-02,Saving Silverman,22000000,25873142,19351569,2000
1678,1262,2001-09-03,15 Minutes,42000000,56331864,24375436,2000
1679,3219,2001-09-03,Company Man,12000000,622273,146028,2000
1680,3384,2001-09-03,Get Over It,10000000,19860259,11560259,2000
1681,5375,2001-09-03,Dayereh,10000,673780,673780,2000
1682,1314,2001-09-11,Shallow Hal,40000000,70836296,70836296,2000
1683,1580,2001-09-11,Heist,35000000,28906817,23483357,2000
1684,5305,2001-09-11,Keeping it Real: The Adventures of Greg Walloch,100000,1358,1358,2000
1685,2259,2001-09-14,The Glass House,22000000,22861785,17951431,2000
1686,2289,2001-09-14,Hardball,21000000,43728560,40222729,2000
1687,2269,2001-09-21,Megiddo: Omega Code 2,22000000,6047691,6047691,2000
1688,3582,2001-09-21,Glitter,8500000,4273372,4273372,2000
1689,1044,2001-09-28,Don’t Say a Word,50000000,104488383,54997476,2000
1690,1701,2001-09-28,Hearts in Atlantis,31000000,30885781,24185781,2000
1691,1901,2001-09-28,Zoolander,28000000,60780981,45172250,2000
1692,4589,2001-09-28,Dinner Rush,2000000,1075504,638227,2000
1693,682,2001-10-08,Osmosis Jones,70000000,13596911,13596911,2000
1694,1708,2001-10-08,American Pie 2,30000000,286500000,145096820,2000
1695,2666,2001-10-08,The Others,17000000,207765056,96522687,2000
1696,4732,2001-10-08,Session 9,1500000,1619602,378176,2000
1697,866,2001-10-19,The Last Castle,60000000,20541668,18208078,2000
1698,1146,2001-10-19,Riding in Cars with Boys,47000000,29781453,29781453,2000
1699,1566,2001-10-19,From Hell,35000000,68712365,31598308,2000
1700,3398,2001-10-24,Bones,10000000,8378853,7316658,2000
1701,2537,2001-10-26,Thirteen Ghosts,19000000,68467960,41867960,2000
1702,2611,2001-10-26,Life as a House,18000000,23889158,15652637,2000
1703,3414,2001-10-26,On the Line,10000000,4690802,4365455,2000
1704,3453,2001-10-26,High Heels and Low Lifes,10000000,226792,226792,2000
1705,4126,2001-10-26,Donnie Darko,4500000,7503672,1472801,2000
1706,2262,2001-11-04,Josie and the Pussycats,22000000,14252830,14252830,2000
1707,2741,2001-11-04,Joe Dirt,16000000,30987695,27087695,2000
1708,3725,2001-11-04,Kingdom Come,7000000,23393939,23247539,2000
1709,1273,2001-11-05,A Knight’s Tale,41000000,100622586,56083966,2000
1710,198,2001-11-07,Final Fantasy: The Spirits Within,137000000,85131830,32131830,2000
1711,4185,2001-11-14,The Wash,4000000,10097096,10097096,2000
1712,233,2001-11-16,Harry Potter and the Sorcerer’s Stone,125000000,974755371,317575550,2000
1713,3878,2001-11-16,Novocaine,6000000,2522928,2025238,2000
1714,422,2001-11-21,Spy Game,90000000,143049560,62362560,2000
1715,1562,2001-11-21,Black Knight,35000000,33422806,33422806,2000
1716,3263,2001-11-21,Out Cold,11000000,14786394,13906394,2000
1717,4870,2001-11-21,The Sidewalks of New York,1000000,3575308,2402459,2000
1718,4684,2001-11-23,In the Bedroom,1700000,42137871,35930604,2000
1719,1324,2001-11-30,Behind Enemy Lines,40000000,58855732,58855732,2000
1720,1471,2001-11-30,Texas Rangers,38000000,623374,623374,2000
1721,1832,2001-12-01,Antitrust,30000000,17865209,10965209,2000
1722,2179,2001-12-01,Double Take,24000000,29823162,29823162,2000
1723,3033,2001-12-01,Save the Last Dance,13000000,122244329,91038276,2000
1724,603,2001-12-10,Bandits,75000000,71523271,41523271,2000
1725,3258,2001-12-10,Corky Romano,11000000,25116103,23978402,2000
1726,647,2001-12-14,Vanilla Sky,70000000,202726605,100614858,2000
1727,1897,2001-12-14,The Royal Tenenbaums,28000000,71430876,52353636,2000
1728,2825,2001-12-14,Not Another Teen Movie,15000000,62401343,37882551,2000
1729,3751,2001-12-14,The Other Side of Heaven,7000000,4720371,4720371,2000
1730,3928,2001-12-14,Iris,5500000,15155021,5580479,2000
1731,308,2001-12-19,The Lord of the Rings: The Fellowship of the Ring,109000000,887210985,315544750,2000
1732,560,2001-12-21,A Beautiful Mind,78000000,317668058,170708996,2000
1733,630,2001-12-21,The Majestic,72000000,37306334,27796042,2000
1734,1463,2001-12-21,Joe Somebody,38000000,24515990,22770864,2000
1735,2021,2001-12-21,Jimmy Neutron: Boy Genius,25000000,102992536,80936232,2000
1736,3150,2001-12-21,How High,12000000,31222395,31155435,2000
1737,310,2001-12-25,Ali,109000000,87683966,58183966,2000
1738,1136,2001-12-25,Kate and Leopold,48000000,70937778,47095453,2000
1739,1603,2001-12-25,The Shipping News,35000000,24405825,11405825,2000
1740,2587,2001-12-26,Gosford Park,18000000,41300105,41300105,2000
1741,4169,2001-12-26,Monster's Ball,4000000,43766463,31273922,2000
1742,372,2001-12-28,Black Hawk Down,95000000,159691085,108638745,2000
1743,2244,2001-12-28,I Am Sam,22000000,92542418,40270895,2000
1744,3695,2001-12-31,The Hole,7500000,10834406,0,2000
1745,4638,2001-12-31,Pendulum,2000000,0,0,2000
1746,3075,2002-01-02,Birthday Girl,13000000,8130727,4919896,2000
1747,3271,2002-01-02,Slackers,11000000,4814244,4814244,2000
1748,5057,2002-01-02,The Singles Ward,500000,1250798,1250798,2000
1749,653,2002-01-03,We Were Soldiers,70000000,114658262,78120196,2000
1750,2682,2002-01-03,40 Days and 40 Nights,17000000,95092667,37939782,2000
1751,5269,2002-01-03,The Calling,160000,32092,32092,2000
1752,671,2002-01-11,I Spy,70000000,60279822,33561137,2000
1753,713,2002-01-11,The Santa Clause 2,65000000,172825854,139225854,2000
1754,1665,2002-01-18,Snow Dogs,32000000,116898028,81150692,2000
1755,1259,2002-01-25,The Mothman Prophecies,42000000,56438555,35228696,2000
1756,1332,2002-01-25,The Count of Monte Cristo,40000000,75389090,54228104,2000
1757,2925,2002-01-25,Metropolis,15000000,1405032,673414,2000
1758,3250,2002-01-25,A Walk to Remember,11000000,46060915,41227069,2000
1759,3371,2002-01-25,Kung Pow: Enter the Fist,10000000,17033556,16033556,2000
1760,634,2002-02-08,Signs,70702619,408269295,227969295,2000
1761,2733,2002-02-08,The Master of Disguise,16000000,40363530,40363530,2000
1762,4346,2002-02-08,Martin Lawrence Live: RunTelDat,3000000,19184820,19184820,2000
1763,4576,2002-02-08,Full Frontal,2000000,3438804,2512846,2000
1764,678,2002-02-15,Hart's War,70000000,33076815,19076815,2000
1765,1491,2002-02-15,John Q,36000000,102226631,71026631,2000
1766,2342,2002-02-15,Peter Pan: Return to Neverland,20000000,109862682,48430258,2000
1767,3144,2002-02-15,Crossroads,12000000,57000000,37188667,2000
1768,3199,2002-02-15,Last Orders,12000000,2326407,2326407,2000
1769,4794,2002-02-15,Super Troopers,1200000,23046142,18492362,2000
1770,838,2002-02-19,Reign of Fire,60000000,82150183,43061982,2000
1771,855,2002-02-22,Dragonfly,60000000,30063805,30063805,2000
1772,1568,2002-02-22,Queen of the Damned,35000000,30307804,30307804,2000
1773,4137,2002-02-22,Mean Machine,4500000,92723,92723,2000
1774,4795,2002-02-22,Monsoon Wedding,1200000,27025600,13876974,2000
1775,4828,2002-02-22,Sex with Strangers,1100000,247740,247740,2000
1776,193,2002-03-05,Spider-Man,139000000,821706375,403706375,2000
1777,2762,2002-03-05,Hollywood Ending,16000000,14839383,4839383,2000
1778,3407,2002-03-05,Deuces Wild,10000000,6244618,6044618,2000
1779,183,2002-03-07,Men in Black 2,140000000,441767803,190418803,2000
1780,1759,2002-03-07,Like Mike,30000000,62432423,51432423,2000
1781,2119,2002-03-07,The Powerpuff Girls,25000000,16425701,11411644,2000
1782,4715,2002-03-13,Kissing Jessica Stein,1500000,9345061,7025722,2000
1783,469,2002-03-15,Showtime,85000000,78948765,37948765,2000
1784,709,2002-03-15,Ice Age,65000000,386116343,176387405,2000
1785,1550,2002-03-15,Resident Evil,35000000,103787401,40119709,2000
1786,4005,2002-03-15,Y Tu Mamá También,5000000,33649881,13649881,2000
1787,970,2002-03-22,Blade 2,54000000,154338601,81676888,2000
1788,3182,2002-03-22,Sorority Boys,12000000,12516222,10198766,2000
1789,4740,2002-03-22,Stolen Summer,1500000,119841,119841,2000
1790,1111,2002-03-29,Death to Smoochy,50000000,8374062,8355815,2000
