,Rank,Release_Date,Movie_Title,USD_Production_Budget,USD_Worldwide_Gross,USD_Domestic_Gross,Decade
539,4710,1989-08-09,Kickboxer,1500000,14533681,14533681,1980
540,3532,1989-08-11,Henry V,9000000,10176701,10161099,1980
541,1758,1989-09-06,Star Trek V: The Final Frontier,30000000,70200000,52210049,1980
542,662,1989-09-08,The Abyss,70000000,54243125,54243125,1980
543,2532,1989-09-15,Sea of Love,19000000,58571513,58571513,1980
544,1765,1989-09-22,Black Rain,30000000,45892212,45892212,1980
545,3856,1989-10-13,Halloween 5: The Revenge of Michael Myers,6000000,11642254,11642254,1980
546,3843,1989-11-08,A Nightmare On Elm Street: The Dream Child,6000000,22168359,22168359,1980
547,1744,1989-11-17,Harlem Nights,30000000,95857262,60857262,1980
548,1285,1989-11-22,Back to the Future Part II,40000000,332000000,118450002,1980
549,2595,1989-12-13,Glory,18000000,26593580,26593580,1980
550,3677,1989-12-13,Driving Miss Daisy,7500000,106593296,106593296,1980
551,2451,1989-12-15,We're No Angels,20000000,10555348,10555348,1980
552,2963,1989-12-20,Born on the Fourth of July,14000000,70001698,70001698,1980
553,5281,1989-12-20,Roger & Me,140000,6706368,6706368,1980
554,933,1989-12-22,Tango & Cash,55000000,63408614,63408614,1980
555,4699,1989-12-31,Out of the Dark,1600000,419428,419428,1980
556,714,1990-01-06,Total Recall,65000000,261400000,119394839,1990
557,3368,1990-01-19,Tremors,10000000,16667084,16667084,1990
558,1711,1990-02-03,The Hunt for Red October,30000000,200500000,120709866,1990
559,3675,1990-02-23,The Blood of Heroes,7700000,882290,882290,1990
560,644,1990-03-07,Die Hard 2,70000000,239814025,117323878,1990
561,3370,1990-03-08,Mo' Better Blues,10000000,16153000,16153000,1990
562,5121,1990-03-08,Metropolitan,430000,2938000,2938000,1990
563,2958,1990-03-23,Pretty Woman,14000000,432645872,178406268,1990
564,3019,1990-03-30,Teenage Mutant Ninja Turtles,13500000,202000000,135265915,1990
565,4352,1990-04-27,Spaced Invaders,3000000,15000000,15000000,1990
566,1300,1990-05-24,Back to the Future Part III,40000000,244088654,88055283,1990
567,1061,1990-06-15,Gremlins 2: The New Batch,50000000,41476097,41476097,1990
568,1142,1990-06-15,Dick Tracy,47000000,162738726,103738726,1990
569,796,1990-06-27,Days of Thunder,60000000,157670733,82670733,1990
570,2338,1990-07-12,Edward Scissorhands,20000000,53976987,53976987,1990
571,2231,1990-07-13,Ghost,22000000,517600000,217631306,1990
572,1699,1990-07-18,Arachnophobia,31000000,53208180,53208180,1990
573,2528,1990-09-11,Dances with Wolves,19000000,424200000,184208842,1990
574,3053,1990-09-11,Child's Play 2,13000000,34166572,26904572,1990
575,2046,1990-09-19,Goodfellas,25000000,46777347,46743809,1990
576,3752,1990-09-28,Dark Angel,7000000,4372561,4372561,1990
577,1974,1990-10-08,Flatliners,26000000,61308153,61308153,1990
578,2399,1990-10-19,Quigley Down Under,20000000,21413105,21413105,1990
579,4154,1990-10-19,Night of the Living Dead,4200000,5835247,5835247,1990
580,1122,1990-11-07,The Adventures of Ford Fairlane,49000000,20423389,20423389,1990
581,2787,1990-11-16,Home Alone,15000000,476684675,285761243,1990
582,1571,1990-11-21,Predator 2,35000000,54768418,28317513,1990
583,1970,1990-12-21,Kindergarten Cop,26000000,202000000,91457688,1990
584,973,1990-12-25,The Godfather: Part III,54000000,66520529,66520529,1990
585,5101,1990-12-31,Going Under,500000,0,0,1990
586,3278,1991-01-01,Return to the Blue Lagoon,11000000,2000000,2000000,1990
587,3642,1991-01-01,Showdown in Little Tokyo,8000000,2275557,2275557,1990
588,5074,1991-01-01,Johnny Suede,500000,55000,55000,1990
589,5111,1991-01-01,Straight out of Brooklyn,450000,2712293,2712293,1990
590,1362,1991-01-03,The Doors,40000000,34416893,34416893,1990
591,3576,1991-01-03,Haakon Haakonsen,8500000,15024232,15024232,1990
592,5345,1991-01-07,The Last Waltz,35000,321952,321952,1990
593,5363,1991-01-08,Slacker,23000,1227508,1227508,1990
594,1599,1991-01-18,Flight of the Intruder,35000000,14471440,14471440,1990
595,2973,1991-01-18,White Fang,14000000,34729091,34729091,1990
596,327,1991-02-07,Terminator 2: Judgment Day,100000000,513815401,201858746,1990
597,2314,1991-02-14,The Silence of the Lambs,20000000,275726716,130726716,1990
598,2024,1991-03-22,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,25000000,78656813,78656813,1990
599,2130,1991-05-17,Stone Cold,25000000,9286314,9286314,1990
600,749,1991-05-24,Hudson Hawk,65000000,17218916,17218916,1990
601,1938,1991-06-12,Star Trek VI: The Undiscovered Country,27000000,96900000,74888996,1990
602,1005,1991-06-14,Robin Hood: Prince of Thieves,50000000,390500000,165493908,1990
603,2198,1991-06-28,The Naked Gun 2½: The Smell of Fear,23000000,86930411,86930411,1990
604,2357,1991-07-19,Bill & Ted's Bogus Journey,20000000,37537675,37537675,1990
605,3750,1991-08-03,Nikita,7000000,5017971,5017971,1990
606,2219,1991-08-23,Harley Davidson and the Marlboro Man,23000000,7018525,7018525,1990
607,3882,1991-08-30,Beastmaster 2: Through the Portal of Time,6000000,773490,773490,1990
608,2739,1991-09-08,Double Impact,16000000,29090445,29090445,1990
609,3970,1991-09-13,Freddy's Dead: The Final Nightmare,5000000,34872033,34872033,1990
610,2173,1991-09-20,The Fisher King,24000000,41798224,41798224,1990
611,4480,1991-09-29,My Own Private Idaho,2500000,6401336,6401336,1990
612,3742,1991-10-01,Warlock,7000000,8824553,8824553,1990
613,3989,1991-10-23,House Party 2,5000000,19438638,19438638,1990
614,3548,1991-10-25,Due occhi diabolici,9000000,349618,349618,1990
615,643,1991-11-12,Hook,70000000,300854823,119654823,1990
616,2307,1991-11-13,Beauty and the Beast,20000000,451329842,218951625,1990
617,1524,1991-11-15,Cape Fear,35000000,182291969,79091969,1990
618,1716,1991-11-22,The Addams Family,30000000,191502246,113502246,1990
619,2716,1991-11-27,My Girl,16500000,58011485,58011485,1990
620,2172,1991-12-07,Point Break,24000000,83531958,43218387,1990
621,3802,1991-12-07,Boyz n the Hood,6500000,56200634,56190094,1990
622,1315,1991-12-20,JFK,40000000,205400000,70405498,1990
623,1732,1991-12-25,The Prince of Tides,30000000,74787599,74787599,1990
624,3244,1991-12-27,Fried Green Tomatoes,11000000,81204830,81204830,1990
625,3749,1992-01-05,Split Second,7000000,5430822,5430822,1990
626,1251,1992-01-07,Boomerang,42000000,131052444,70052444,1990
627,1289,1992-01-07,A League of Their Own,40000000,132440066,107533925,1990
628,1265,1992-02-10,Hero,42000000,66787173,19487173,1990
629,3316,1992-02-10,The Mighty Ducks,10000000,50752337,50752337,1990
630,2315,1992-02-14,Wayne's World,20000000,183097323,121697323,1990
631,1620,1992-02-21,Radio Flyer,35000000,4651977,4651977,1990
632,1401,1992-02-28,Memoirs of an Invisible Man,40000000,14358033,14358033,1990
633,3246,1992-03-13,My Cousin Vinny,11000000,52929168,52929168,1990
634,3609,1992-03-13,Howards End,8000000,26199377,26124872,1990
635,4049,1992-04-24,A Midnight Clear,5000000,1526697,1526697,1990
636,1171,1992-05-06,Patriot Games,45000000,178100000,83287363,1990
637,1513,1992-05-15,Lethal Weapon 3,35000000,319700000,144731527,1990
638,938,1992-05-22,Alien 3,55000000,158500000,54927174,1990
639,3334,1992-06-03,The Lawnmower Man,10000000,32100816,32100816,1990
640,491,1992-06-18,Batman Returns,80000000,266824291,162833635,1990
641,1346,1992-07-02,Medicine Man,40000000,44948240,44948240,1990
642,2956,1992-07-08,Unforgiven,14400000,159157447,101157447,1990
643,3259,1992-07-08,Raising Cain,11000000,21171695,21171695,1990
644,934,1992-07-31,Death Becomes Her,55000000,149022650,58422650,1990
645,3734,1992-07-31,Buffy the Vampire Slayer,7000000,14231669,14231669,1990
646,4051,1992-09-21,Light Sleeper,5000000,1050861,1050861,1990
647,1308,1992-09-25,The Last of the Mohicans,40000000,75505856,75505856,1990
648,3103,1992-09-30,Glengarry Glen Ross,12500000,10725228,10725228,1990
649,3615,1992-10-04,The Player,8000000,28876702,21706101,1990
650,4802,1992-10-23,Reservoir Dogs,1200000,2832029,2832029,1990
651,1881,1992-11-11,Aladdin,28000000,504050219,217350219,1990
652,1643,1992-11-12,A Few Good Men,33000000,236500000,141340178,1990
653,3153,1992-11-12,The Muppet Christmas Carol,12000000,27281507,27281507,1990
654,1304,1992-11-13,Bram Stoker's Dracula,40000000,215862692,82522790,1990
655,1543,1992-11-18,Malcolm X,35000000,48169910,48169910,1990
656,2308,1992-11-20,Home Alone 2: Lost in New York,20000000,358994850,173585516,1990
657,2014,1992-11-25,The Bodyguard,25000000,410900000,121945720,1990
658,4163,1992-11-25,The Crying Game,4000000,62546695,62546695,1990
659,1581,1992-12-25,Hoffa,35000000,28391473,23365858,1990
660,4610,1993-01-01,Return of the Living Dead 3,2000000,21000,21000,1990
661,4673,1993-01-01,Ed and his Dead Mother,1800000,673,673,1990
662,2964,1993-01-10,Cool Runnings,14000000,155056263,68856263,1990
663,4983,1993-01-10,Ruby in Paradise,800000,1001437,1001437,1990
664,1674,1993-01-15,Alive,32000000,36299670,36299670,1990
665,2856,1993-01-15,Nowhere to Run,15000000,52189039,22189039,1990
666,3806,1993-02-04,The Adventures of Huck Finn,6500000,24103594,24103594,1990
667,3268,1993-02-19,Army of Darkness,11000000,21502976,11502976,1990
668,5383,1993-02-26,El Mariachi,7000,2041928,2040920,1990
669,3188,1993-03-09,Fortress,12000000,46730578,6730578,1990
670,2288,1993-03-19,Teenage Mutant Ninja Turtles III,21000000,42273609,42273609,1990
671,1621,1993-04-16,Bound by Honor,35000000,4496583,4496583,1990
672,2891,1993-04-23,The Dark Half,15000000,9579068,9579068,1990
673,3050,1993-05-02,Loaded Weapon 1,13000000,27979399,27979399,1990
674,2267,1993-05-11,RoboCop 3,22000000,10696210,10696210,1990
675,2855,1993-05-11,The Remains of the Day,15000000,63954968,22954968,1990
676,3085,1993-05-14,Excessive Force,13000000,1152117,1152117,1990
677,4267,1993-05-26,Menace II Society,3500000,27731527,27731527,1990
678,724,1993-05-28,Cliffhanger,65000000,255000000,84049211,1990
679,1264,1993-05-28,Super Mario Bros.,42000000,20844907,20844907,1990
680,1232,1993-06-08,The Fugitive,44000000,353715317,183875760,1990
681,462,1993-06-18,Last Action Hero,85000000,137298489,50016394,1990
682,1246,1993-06-30,The Firm,42000000,270340892,158340892,1990
683,3614,1993-07-05,Much Ado About Nothing,8000000,22549338,22549338,1990
684,1904,1993-07-16,Hocus Pocus,28000000,39360491,39360491,1990
685,2325,1993-07-16,Free Willy,20000000,153698625,77698625,1990
686,2977,1993-07-23,Poetic Justice,14000000,27450453,27450453,1990
687,2124,1993-08-10,Gettysburg,25000000,10731997,10731997,1990
688,4351,1993-08-13,Jason Goes to Hell: The Final Friday,3000000,15935068,15935068,1990
689,3874,1993-08-27,Only the Strong,6000000,3273588,3273588,1990
690,2824,1993-09-06,What's Love Got to Do With It,15000000,39100956,39100956,1990
691,1636,1993-09-17,The Age of Innocence,34000000,32014993,32014993,1990
692,3790,1993-09-24,Dazed and Confused,6900000,7950889,7950889,1990
693,4380,1993-09-24,Warlock: The Armageddon,3000000,3902679,3902679,1990
694,3101,1993-10-09,True Romance,12500000,12309980,12281000,1990
695,758,1993-11-06,Jurassic Park,63000000,1038812584,395708305,1990
696,2007,1993-11-24,Mrs. Doubtfire,25000000,441286003,219195051,1990
697,2553,1993-11-24,The Nutcracker,19000000,2119994,2119994,1990
698,2951,1993-12-02,Groundhog Day,14600000,70906973,70906973,1990
699,4401,1993-12-02,Braindead,3000000,242623,242623,1990
700,3712,1993-12-11,The Piano,7000000,40157856,40157856,1990
701,2015,1993-12-15,Schindler's List,25000000,321365567,96067179,1990
702,1166,1993-12-17,The Pelican Brief,45000000,187995859,100768056,1990
703,1972,1993-12-22,Philadelphia,26000000,201324422,77324422,1990
704,2034,1993-12-25,Tombstone,25000000,56505065,56505065,1990
705,3270,1993-12-25,What's Eating Gilbert Grape,11000000,9170214,9170214,1990
706,2250,1993-12-29,Shadowlands,22000000,25842377,25842377,1990
707,1102,1994-01-07,Baby's Day Out,50000000,16581575,16581575,1990
708,1369,1994-01-07,The Shadow,40000000,31835600,31835600,1990
709,1067,1994-02-18,On Deadly Ground,50000000,38590458,38590458,1990
710,3363,1994-02-25,Sugar Hill,10000000,18423914,18272447,1990
711,1385,1994-03-06,Renaissance Man,40000000,24172899,24172899,1990
712,762,1994-03-08,Clear and Present Danger,62000000,207500000,122012656,1990
713,1760,1994-03-18,Naked Gun 33 1/3: The Final Insult,30000000,51041856,51041856,1990
714,3130,1994-04-02,Ace Ventura: Pet Detective,12000000,107217396,72217396,1990
715,3419,1994-04-02,Romeo Is Bleeding,10000000,3275585,3275585,1990
716,1209,1994-04-11,Frankenstein,45000000,112006296,22006296,1990
717,3071,1994-04-13,Serial Mom,13000000,7881335,7881335,1990
718,3630,1994-04-22,The Inkwell,8000000,8864699,8864699,1990
719,3538,1994-04-29,PCU,9000000,4333569,4333569,1990
720,2991,1994-05-13,Crooklyn,14000000,13024170,13024170,1990
721,1060,1994-05-25,Beverly Hills Cop III,50000000,119180938,42586861,1990
722,1162,1994-05-27,The Flintstones,45000000,358500000,130531208,1990
723,2446,1994-06-05,3 Ninjas Kick Back,20000000,11744960,11744960,1990
724,906,1994-06-07,Forrest Gump,55000000,679850637,330151138,1990
725,557,1994-06-15,The Lion King,79300000,987480140,422780140,1990
726,658,1994-06-17,Wolf,70000000,131011757,65011757,1990
727,761,1994-06-24,Wyatt Earp,63000000,25052000,25052000,1990
728,1186,1994-07-10,The Specialist,45000000,57362581,57362581,1990
729,333,1994-07-15,True Lies,100000000,365300000,146282411,1990
730,1169,1994-07-20,The Client,45000000,117615211,92115211,1990
731,2566,1994-07-29,The Mask,18000000,351620129,119920129,1990
732,3462,1994-08-26,Police Academy 7: Mission to Moscow,10000000,126247,126247,1990
733,4729,1994-08-31,Killing Zoe,1500000,418953,418953,1990
734,4114,1994-09-03,Four Weddings and a Funeral,4500000,242895809,52700832,1990
735,924,1994-09-12,Disclosure,55000000,212200000,83015089,1990
736,1902,1994-09-16,Timecop,28000000,102053581,44853581,1990
737,2079,1994-09-23,The Shawshank Redemption,25000000,28307092,28241469,1990
738,4718,1994-09-23,Exotica,1500000,5046118,5046118,1990
739,1195,1994-09-30,The River Wild,45000000,94215000,46815000,1990
740,2626,1994-09-30,Ed Wood,18000000,5828466,5828466,1990
741,1710,1994-10-06,Speed,30000000,283200000,121248145,1990
742,3596,1994-10-14,Pulp Fiction,8000000,212928762,107928762,1990
743,3618,1994-10-14,Wes Craven's New Nightmare,8000000,18090181,18090181,1990
744,5010,1994-10-14,Hoop Dreams,700000,11768371,7768371,1990
745,5353,1994-10-19,Clerks,27000,3894240,3073428,1990
746,2437,1994-10-21,Bullets Over Broadway,20000000,13383747,13383747,1990
747,928,1994-10-28,Stargate,55000000,196565669,71565669,1990
748,1422,1994-11-03,The Hudsucker Proxy,40000000,14938149,2816518,1990
749,2503,1994-11-09,Rapa Nui,20000000,305070,305070,1990
750,1017,1994-11-11,Interview with the Vampire: The Vampire Chronicles,50000000,223564608,105264608,1990
751,2233,1994-11-11,The Santa Clause,22000000,189800000,144833357,1990
752,4043,1994-11-16,Heavenly Creatures,5000000,5438120,3046086,1990
753,1448,1994-11-18,Star Trek: Generations,38000000,120000000,75671262,1990
754,2746,1994-11-18,Léon,16000000,45284974,19284974,1990
755,3343,1994-11-23,A Low Down Dirty Shame,10000000,29317886,29317886,1990
756,2725,1994-12-16,Dumb & Dumber,16000000,246400000,127175374,1990
757,1355,1994-12-21,Ri¢hie Ri¢h,40000000,38087756,38087756,1990
758,2813,1994-12-21,Little Women,15000000,50003303,50003303,1990
759,1561,1994-12-23,Street Fighter,35000000,99423000,33423000,1990
760,1734,1994-12-23,Legends of the Fall,30000000,160502573,66502573,1990
761,1942,1994-12-25,The Jungle Book,27000000,44342956,44342956,1990
762,3297,1994-12-31,There Goes My Baby,10500000,125169,125169,1990
763,2138,1995-01-03,Tank Girl,25000000,4064333,4064333,1990
764,3017,1995-01-07,Clueless,13700000,56598476,56598476,1990
765,2927,1995-01-12,Things to Do in Denver when You're Dead,15000000,529766,529766,1990
766,3164,1995-01-13,Tales from the Crypt: Demon Knight,12000000,21089146,21089146,1990
767,1993,1995-01-27,Highlander III: The Sorcerer,26000000,13738574,13738574,1990
768,4481,1995-01-27,Before Sunrise,2500000,5683371,5274005,1990
769,2236,1995-02-06,The Bridges of Madison County,22000000,175516617,71516617,1990
770,4191,1995-03-02,The Jerky Boys,4000000,7555256,7555256,1990
771,1104,1995-03-11,Fair Game,50000000,26097497,11497497,1990
772,2416,1995-03-11,Home for the Holidays,20000000,22119269,17468887,1990
773,3007,1995-03-31,Jefferson in Paris,14000000,2461628,2461628,1990
774,1740,1995-04-08,Babe,30000000,246100000,63658910,1990
775,1801,1995-04-08,Virtuosity,30000000,23998226,23998226,1990
776,1398,1995-04-21,Kiss of Death,40000000,14942422,14942422,1990
777,4268,1995-04-26,Friday,3500000,27936778,27467564,1990
778,409,1995-05-19,Die Hard: With a Vengeance,90000000,366101666,100012499,1990
779,627,1995-05-24,Braveheart,72000000,209045522,75545647,1990
780,3855,1995-05-24,Tales from the Hood,6000000,11784569,11784569,1990
781,919,1995-05-26,Casper,55000000,282300000,100328194,1990
782,1077,1995-06-10,Assassins,50000000,83306268,30306268,1990
783,328,1995-06-16,Batman Forever,100000000,336529144,184031112,1990
784,5190,1995-06-16,The Incredibly True Adventure of Two Girls in Love,250000,2477155,2210408,1990
785,470,1995-06-30,Judge Dredd,85000000,113487912,34687912,1990
786,710,1995-06-30,Apollo 13,65000000,334100000,172070496,1990
787,1909,1995-07-04,Rob Roy,28000000,31390587,31390587,1990
788,2088,1995-07-04,Don Juan DeMarco,25000000,22032635,22032635,1990
789,2199,1995-07-04,Bad Boys,23000000,141247413,65647413,1990
790,605,1995-07-07,First Knight,75000000,127361412,37361412,1990
791,1534,1995-07-07,Species,35000000,113354449,60054449,1990
792,828,1995-07-14,Under Siege 2: Dark Territory,60000000,104324083,50024083,1990
793,1200,1995-07-14,The Indian in the Cupboard,45000000,35627222,35627222,1990
794,4713,1995-07-21,Kids,1500000,20412216,7412216,1990
795,93,1995-07-28,Waterworld,175000000,264246220,88246220,1990
796,2242,1995-07-28,The Net,22000000,110521733,50621733,1990
797,3842,1995-08-16,The Usual Suspects,6000000,34449356,23341568,1990
798,2327,1995-08-18,Mortal Kombat,20000000,122133227,70433227,1990
799,2193,1995-08-25,The Princess and the Cobbler,24000000,669276,669276,1990
800,3722,1995-08-25,Desperado,7000000,25532388,25532388,1990
801,1026,1995-09-06,Congo,50000000,152022333,81022333,1990
802,5329,1995-09-08,The Brothers McMullen,50000,10426506,10426506,1990
803,1391,1995-09-22,Showgirls,40000000,37750754,20350754,1990
804,1722,1995-09-22,Se7en,30000000,328125643,100125643,1990
805,2400,1995-09-27,To Die For,20000000,27688744,21284514,1990
806,3998,1995-09-29,Halloween: The Curse of Michael Myers,5000000,15126948,15126948,1990
807,1680,1995-10-02,The Quick and the Dead,32000000,18552460,18552460,1990
808,1034,1995-10-03,Outbreak,50000000,67823573,67823573,1990
809,911,1995-10-06,Pocahontas,55000000,347100000,141579773,1990
810,1717,1995-10-11,Ace Ventura: When Nature Calls,30000000,212400000,108360063,1990
811,1107,1995-10-13,The Scarlet Letter,50000000,10359006,10359006,1990
812,1109,1995-10-13,Jade,50000000,9812870,9812870,1990
